,N,P,K,temperature,humidity,ph,rainfall,label
0,1.0687973987858208,-0.34455074861946233,-0.10168750234285244,-0.9355869259076098,0.47266645756791276,0.043301734342661935,1.8103605001948384,rice
1,0.9333288740624319,0.14061551873812936,-0.1411847666709378,-0.7596460261263331,0.3970512469186057,0.7348725609169426,2.242057909538095,rice
2,0.25598625044548734,0.049646843608580925,-0.08193887017880977,-0.5158981414813986,0.48695381219886713,1.7715104653431997,2.921066034515691,rice
3,0.6352981196709763,-0.5568109905884087,-0.16093339883498045,0.1728070378828599,0.38980549267194176,0.6603076780225089,2.5370480328062364,rice
4,0.7436729394496874,-0.34455074861946233,-0.12143613450689511,-1.08364706156879,0.4547916289680062,1.497867775359342,2.8983726728997685,rice
5,0.4998295949475874,-0.4961652071687097,-0.12143613450689511,-0.505312751519144,0.5340972847724778,0.7805676872837718,2.6861213233058905,rice
6,0.4998295949475874,0.049646843608580925,-0.20043066316306582,-0.5742913207054149,0.5012695767796143,-0.9934251238189604,3.055027135535316,rice
7,1.177172218564532,-0.010998939811118037,-0.16093339883498045,-1.0544982310358721,0.512711020611868,-0.9703928435753775,2.5208532056094404,rice
8,1.041703693841143,0.019323951898731442,-0.20043066316306582,-0.21735150114280835,0.5415145284252698,0.2789829715630806,2.311047565493567,rice
9,0.4727358900029096,0.14061551873812936,-0.20043066316306582,-0.47253804719810333,0.5189620775395833,-0.1721803077983522,2.142936010711277,rice
10,1.0958911037304986,-0.010998939811118037,-0.16093339883498045,0.17994542468201027,0.4463754150700911,-1.4000591847601103,2.9329071753597935,rice
11,1.0687973987858208,-0.2232591817800644,-0.12143613450689511,-0.3234034789212394,0.44786145981332975,1.3354935984918115,2.6684354493681046,rice
12,0.7436729394496874,0.14061551873812936,-0.08193887017880977,0.23398110570686714,0.42253354547776106,-1.758678609554578,3.2936545330358116,rice
13,1.1500785136198541,0.07996973531843041,-0.23992792749115116,-0.31629368021281684,0.47509820182257806,0.6654161689526336,1.4889862319641058,rice
14,1.177172218564532,-0.10196761494066647,-0.22017929532710848,0.009798961318188814,0.41251511410106834,0.618458783278166,1.931414755674223,rice
15,0.25598625044548734,-0.16261339836036545,-0.18068203099902314,-0.2635306620553619,0.3961802092781758,0.7403040879657877,2.322697185211281,rice
16,0.9333288740624319,-0.46584231545886023,-0.1411847666709378,-0.7958614107694351,0.5079616350903209,-0.28488020075081605,3.1520386656675674,rice
17,1.0958911037304986,-0.5568109905884087,-0.18068203099902314,-0.35995834936391546,0.4014780671721616,0.6479768142714176,1.8708863903534874,rice
18,0.7165792345050096,-0.46584231545886023,-0.23992792749115116,-0.7409222963007539,0.3913302035558717,-0.6662861970880678,2.2038290220065724,rice
19,1.0146099888964653,-0.5568109905884087,-0.16093339883498045,-0.4023246060206703,0.5438680683819721,-0.7955264871560289,3.4185447528580655,rice
20,1.041703693841143,-0.2535820734899139,-0.23992792749115116,-0.8476285488705975,0.4040201859933811,-0.0349005226090287,1.4929926148565986,rice
21,0.6894855295603318,-0.4051965320391613,-0.10168750234285244,-0.09062314970899395,0.522731734237006,-1.808443434256789,2.3281203672620463,rice
22,0.44564218505823183,0.17093841044797883,-0.1411847666709378,-0.7246431139063119,0.4264418388844951,-0.590423939426763,2.000011712604836,rice
23,0.8791414641730764,-0.3748736403293118,-0.10168750234285244,-0.9014558724316065,0.5030208533853583,-0.2784469609953758,2.3594833153221466,rice
24,1.285547038343243,-0.19293629007021493,-0.22017929532710848,-0.4212127000843193,0.4425617361363141,1.1709066242756576,2.1947855714290325,rice
25,0.41854848011355406,-0.010998939811118037,-0.1411847666709378,-0.10678479560439068,0.40622729635070476,1.6922974670662334,2.794389402856686,rice
26,1.2584533333985652,0.17093841044797883,-0.10168750234285244,0.1467680812112421,0.564373833904118,-0.23648091132925836,3.0556414361858066,rice
27,1.2584533333985652,-0.10196761494066647,-0.1411847666709378,-0.21471527543238098,0.4071749811487219,0.7773451088537423,2.8537116872114874,rice
