,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
0,-1.2290836106726428,-1.2307368042421942,-0.4620642918517568,1.4178901049700814,-0.6885096327487455,1.567539375020548,-0.5849104075516762,-1.387606940935962,Urea
1,-0.36814532678166445,-1.2307368042421942,0.16212782170237103,-0.00719741170035563,0.9115479644842548,-0.5986582537766918,-0.5849104075516762,1.2972090946209156,DAP
2,1.066751813036633,1.0064923865201005,1.6780229546195387,-1.4322849283707926,-1.3285326716419459,-1.0318977795361397,0.9707766764141252,0.849739755361436,14-35-14
3,0.492792957109314,0.49020872711341706,-0.8187454995969727,0.7053463466348628,1.231559483930855,0.2678207977422041,-0.5849104075516762,0.10395752326230337,28-28
4,-0.655124754745324,-0.886547697971072,0.251298123638675,-0.7197411700355741,0.2715249255910547,1.3942435647167688,-0.5849104075516762,-1.387606940935962,Urea
5,-1.2290836106726428,-1.2307368042421942,-0.7295751976606687,1.4178901049700814,-1.6485441910885459,-0.5986582537766918,1.1436307968547699,-0.4180900392070894,17-17-17
6,-1.5160630386363023,-1.5749259105133167,1.8563635584921465,0.7053463466348628,-1.3285326716419459,-0.8586019692323605,-0.5849104075516762,-0.6418247088368292,20-20
7,0.7797723850729734,0.8343978333845393,0.6079793313838909,-0.00719741170035563,1.551571003377455,1.9141309956281063,-0.5849104075516762,-1.387606940935962,Urea
8,-0.08116589881800497,0.14601962084229478,-0.10538308410654089,1.4178901049700814,-0.3684981133021455,0.18117289259031452,-0.5849104075516762,-0.04519892315752315,28-28
9,-0.36814532678166445,-0.19816948542882748,-0.9079158015332767,-1.4322849283707926,-0.04848659385554543,-0.8586019692323605,0.6250684355328361,0.849739755361436,14-35-14
10,-0.9421041827089833,-0.886547697971072,-1.3537673112147965,-0.7197411700355741,0.5915364450376548,-0.5120103486248022,-0.5849104075516762,1.5955219874605686,DAP
11,0.2058135291456545,0.49020872711341706,0.42963872751128296,1.4178901049700814,-0.6885096327487455,-0.42536244347291263,2.007901399057993,-0.4926682624170027,17-17-17
12,-1.5160630386363023,-1.5749259105133167,1.9455338604284504,-0.00719741170035563,-1.3285326716419459,1.4808914698686584,-0.5849104075516762,-1.387606940935962,Urea
13,0.492792957109314,0.49020872711341706,-0.19455338604284486,-0.7197411700355741,0.2715249255910547,0.4411166080459833,-0.5849104075516762,0.2531139696821299,28-28
14,-1.2290836106726428,-1.2307368042421942,-1.0862564054058845,0.7053463466348628,-1.0085211521953457,-0.42536244347291263,-0.5849104075516762,1.6701002106704819,DAP
15,0.2058135291456545,0.49020872711341706,0.5188090294475869,-1.4322849283707926,0.9115479644842548,-0.771954064080471,1.6621931581767038,-0.3435118159971762,17-17-17
16,0.7797723850729734,0.8343978333845393,-0.8187454995969727,-0.7197411700355741,0.5915364450376548,1.6541872801724375,-0.5849104075516762,-1.387606940935962,Urea
17,-1.5160630386363023,-1.5749259105133167,-0.3728939899154528,1.4178901049700814,-1.6485441910885459,0.18117289259031452,-0.5849104075516762,0.029379300052390114,28-28
